median_house_value,housing_median_age,total_rooms,total_bedrooms,population
199600,15,8244,1409,4453
213400,23,4166,756,2082
356300,25,1024,145,357
431800,26,4516,611,1714
285500,31,3508,585,1957
319400,27,2535,389,1071
225900,34,4877,815,2521
236200,33,3047,527,1578
239900,27,2722,468,1164
261300,25,8389,1872,4483
232900,33,2088,383,960
253900,30,2871,470,1335
258000,28,4054,712,2164
244200,35,2707,446,1224
262300,34,1971,316,917
242300,32,4373,683,2040
238200,30,1756,314,899
225000,25,1131,449,746
215800,35,1109,206,515
202000,23,2087,571,1809
311700,31,3073,674,1486
500001,37,3333,488,1171
500001,33,2829,360,1010
500001,28,3539,441,1190
500001,24,4394,535,1443
500001,27,6603,879,2336
500001,36,2929,366,1054
500001,42,2861,360,829
500001,52,2416,291,810
500001,45,1346,214,415
500001,42,1918,216,632
500001,50,2597,340,964
500001,48,2381,345,859
500001,31,4066,951,1532
442100,32,3851,900,1456
436700,31,4949,1293,1985
450000,31,3155,808,1208
366700,30,2075,687,1026
330000,29,2709,799,1238
475000,28,2545,752,1548
450000,28,1394,582,716
470800,27,4725,1185,1945
500001,28,651,252,333
500001,32,3407,1071,1463
101400,18,3303,814,986
251800,3,6577,1056,3032
239400,17,10267,1683,4956
220200,25,1290,190,689
221600,35,2235,390,1148
257300,32,2411,380,1040
241100,32,2333,389,969
319000,26,3082,573,1590
215900,36,1656,310,817
236100,36,1254,229,629
200300,35,1668,332,807
203800,42,1558,322,884
228300,35,2720,490,1158
500001,33,3104,387,1111
500001,36,4152,542,1461
500001,52,2233,317,769
500001,52,1711,245,671
500001,52,1506,208,547
500001,44,2146,394,851
383300,32,6365,1784,2767
350000,35,2914,934,1334
291700,24,2924,1013,1492
500001,22,3484,975,1268
350000,52,709,329,388
500001,29,2737,808,1157
136800,7,4371,727,1932
253700,15,8510,1258,3733
344000,24,6145,868,2710
319300,29,1287,194,525
243800,34,3580,565,1694
301700,29,4239,653,1890
252100,36,2276,429,1001
222500,34,3787,771,1966
500001,24,4338,558,1514
483500,31,5297,664,1986
477200,36,3324,448,1190
222100,36,2794,523,1334
209200,36,1952,387,1156
223600,36,2396,421,1064
209000,35,1614,308,850
262500,33,2327,479,1166
229200,35,2537,418,1161
295300,37,1893,365,911
219000,31,3252,834,1411
500001,23,11154,1995,4076
500001,28,6748,904,2431
500001,29,9013,1117,2919
500001,38,4715,691,1660
500001,37,4072,905,1468
500001,52,1241,502,679
425000,40,1901,679,865
236200,5,15341,2527,7270
185000,26,934,148,519
311200,5,7748,1557,4768
228100,21,5477,1275,3384
500001,5,4222,712,2024
374000,18,7498,976,3189
450700,17,4542,621,2144
474600,28,2272,320,868
379600,33,1975,271,801
271200,36,3204,538,1499
254200,21,8850,2139,4717
290900,11,7849,1664,3561
418500,6,3218,949,2295
472200,35,1471,210,735
203300,35,1620,272,1052
195400,35,1275,222,959
206700,36,2394,424,1490
193700,36,1328,287,823
211000,34,1663,299,762
207200,37,1795,346,1082
203900,42,881,170,464
206900,37,1560,275,763
216000,46,2082,438,1047
213100,43,1700,380,930
221800,42,1611,410,879
245400,34,2307,388,1168
259600,20,17377,4457,7450
500001,45,1814,325,709
500001,47,1985,315,819
500001,43,2167,254,761
500001,42,993,130,368
500001,24,7418,1755,2713
500001,25,2757,738,1014
220100,10,5509,969,3002
233200,19,3013,507,1356
136100,18,2288,607,2305
333700,8,3839,852,1342
320500,33,1927,305,896
308400,18,3674,577,1590
323100,20,6331,1537,2957
240000,32,4039,984,2675
230400,27,2131,543,1065
199800,29,4101,849,2630
213200,18,3124,796,1855
205300,33,3270,818,2118
191100,26,2221,662,1998
192300,32,2618,692,1961
240300,26,4175,885,2118
189300,16,7194,1976,3687
243800,18,6430,1412,2897
290600,32,3554,762,1623
500001,28,6920,906,2515
500001,37,5477,833,1925
500001,40,4350,763,1551
262100,18,2096,309,1044
376200,22,4423,622,1995
377200,18,5481,780,2477
500001,10,7665,999,3517
500001,23,4960,592,1929
322200,26,2639,378,1191
264000,24,4631,1164,2360
232900,35,3422,601,1690
241400,29,1753,342,1318
224100,35,1664,300,1000
211600,34,2193,513,1299
199200,32,2593,566,1596
227100,22,6064,1826,4876
201600,37,1600,349,1012
203700,33,2205,453,1242
239200,22,3380,790,2199
240300,25,1938,457,1280
174500,17,7214,1994,4100
443600,34,2458,433,1034
425000,25,3352,891,1815
315900,11,1080,174,386
500001,21,3755,525,1493
500001,33,6778,1092,2540
237700,14,15348,2366,7087
265100,8,21086,3945,9936
323300,16,8726,1317,3789
278100,21,7010,1063,3331
428600,16,8879,1239,3468
352800,25,4919,661,2183
445400,21,4018,536,1508
407500,21,5751,1082,2230
245100,25,4409,1018,4579
246400,35,2592,490,1427
179800,21,2549,651,1624
222500,36,978,170,475
223800,31,1856,370,990
170600,18,5862,1322,3161
311000,32,3011,529,1287
500001,41,1482,239,617
500001,35,9075,1858,3646
500001,39,2603,456,928
450000,2,966,270,233
320900,4,17313,3224,6902
202600,23,3927,728,1984
500001,31,1962,243,697
500001,23,2980,362,1208
248400,36,3215,529,1710
221800,36,2406,432,1242
205100,35,1843,329,1041
197000,34,1599,294,819
196800,36,1286,242,788
189800,13,8327,1849,4126
190900,36,1544,308,891
196700,35,2273,410,1431
221000,35,1770,362,1083
215600,36,2600,441,1246
201400,35,782,144,425
235100,34,2579,561,1237
266700,34,2185,372,986
183600,34,1237,242,671
457300,39,1819,291,770
251000,36,1366,224,719
500001,35,2987,391,1244
500001,23,9657,1189,3585
500001,24,2332,349,761
500001,34,2095,343,662
341200,4,6995,1151,2907
500001,20,7384,845,2795
273100,34,5098,778,2239
419900,20,4679,609,1945
221900,22,3275,648,1746
258400,27,2795,606,1702
255200,17,3262,753,1879
190400,36,878,167,499
270500,23,4891,793,2447
201500,36,2559,469,1358
209200,33,1759,311,943
208000,18,7157,1869,4642
439800,36,2981,441,1243
500001,31,1950,383,870
500001,22,5791,706,2059
500001,14,7970,1142,2926
280800,23,4883,769,2119
236900,26,3239,647,1529
234900,35,1917,314,1019
230200,29,3907,773,2037
228200,35,2560,441,1428
230400,35,1969,339,950
250900,27,2209,353,1034
217700,24,2642,696,1649
220900,37,1389,252,826
220200,35,1558,267,793
221300,35,1323,228,756
223700,21,2979,744,1824
224900,35,2329,399,966
222800,27,4286,1071,2863
187500,15,3061,1079,2173
340500,28,908,142,368
334900,29,3393,574,1471
450700,21,3856,547,1422
500001,42,718,140,324
500001,25,4440,693,1560
90000,28,1491,408,98
154600,5,538,98,8733
357100,20,8146,1131,3562
193300,15,9716,2387,4992
254500,17,6592,1525,4459
168800,14,4407,1209,2676
229000,17,6015,1464,3056
225400,34,2389,521,1560
227700,34,1943,320,895
178800,26,2335,669,1986
179800,21,1789,679,2300
271300,7,11853,2691,4404
296000,36,1887,359,761
369700,29,2023,330,747
483100,19,1303,155,450
407000,35,2396,472,1054
166000,19,2682,518,1134
271500,18,6154,1070,3010
230300,19,8866,2355,5005
227500,21,9512,2560,7282
150000,10,2869,941,2162
213900,16,14912,4183,5105
338500,32,3999,667,1628
361900,28,4570,744,1693
438500,43,2228,438,960
380000,40,866,181,399
433300,16,319,59,149
500001,36,2043,467,606
78400,13,2267,601,756
137200,6,3660,646,1243
120800,11,4031,766,1539
167100,5,4028,896,2062
329500,2,5989,883,1787
285200,4,1949,458,868
276600,16,8295,1506,3903
375900,17,5406,895,2337
327300,26,3727,572,1724
333700,24,5256,758,2474
180500,41,1058,228,778
251500,34,3494,557,1861
227100,33,2609,431,1208
160900,16,1718,467,896
210100,34,703,127,369
246400,28,3824,749,1790
278500,31,1689,362,705
328900,19,5944,1345,2372
367400,29,4364,647,1550
262100,15,10860,1653,4178
232900,34,2633,471,1313
241300,33,1636,275,866
258600,26,3234,517,1597
244800,29,2421,402,1120
235800,23,3098,542,1486
267400,35,1934,307,905
333100,25,3124,468,1241
308300,34,3268,538,1463
262800,32,1491,355,756
409900,26,5661,791,2493
244800,31,3952,647,1762
336100,19,7411,1045,2814
259600,32,3568,591,1741
338200,33,4769,787,2019
347700,33,2896,455,1116
392700,30,3346,487,1296
448100,35,3795,690,1521
253000,47,1315,290,581
390000,16,4312,574,1902
248400,33,3017,494,1423
245600,30,2399,373,1062
247300,28,3274,571,1424
263400,33,3808,623,1784
409000,26,6767,903,2574
229200,23,1724,265,934
500001,5,5429,665,2315
243000,27,2772,511,1346
240300,27,1793,339,1016
367600,26,4607,656,1769
162900,7,9664,1692,3617
155000,9,2356,469,1556
350000,18,897,142,263
374900,23,7544,1031,3221
419000,25,6612,857,2519
500001,12,2560,365,907
500001,23,8798,1465,2750
393000,5,6123,825,2440
191800,15,3221,659,1390
204600,10,3753,678,1859
500001,17,16544,2206,6214
325000,45,121,25,67
223000,5,6150,1265,3188
238000,17,6488,1102,3199
209100,26,1561,212,817
225200,16,4637,941,2476
500001,18,102,17,55
500001,10,3663,409,1179
500001,11,1177,138,415
500001,23,204,40,117
82100,20,4642,1300,658
236300,5,14275,2474,7158
227000,27,1527,220,756
244100,23,2831,406,1284
229800,25,1678,252,862
250000,27,727,136,467
196100,25,2377,491,1200
204300,28,2405,462,1011
236700,23,1983,280,978
335000,20,1586,187,699
302000,24,2983,406,1203
221200,21,2751,493,1432
186600,27,2911,562,1773
179400,26,990,223,719
217700,18,2229,371,1283
218600,17,3051,505,1705
223900,17,2654,478,1392
318500,7,23866,4407,9873
128900,14,3263,651,1910
276500,8,4983,754,2510
343900,11,5451,736,2526
205300,23,4550,762,2301
159300,20,3301,779,1085
215000,23,2493,522,1488
204100,27,3467,545,1798
222400,22,4337,673,2347
214700,25,1815,281,960
500001,19,3487,686,2782
330000,27,534,85,243
186600,27,1452,251,928
239900,22,3844,537,1665
188000,26,966,191,690
225000,25,3371,502,1717
264400,20,3495,449,1629
198100,26,1767,265,1040
193400,24,2234,373,1325
357600,4,16704,2704,6187
346100,16,2950,387,1228
377300,34,2255,402,857
266300,21,2786,342,1114
222100,26,1929,293,1067
190400,26,1750,284,962
500001,10,4355,716,2030
208200,6,4685,965,2180
185200,27,1416,251,1024
187700,26,2873,480,1915
209900,10,1658,310,1053
308100,6,16222,2309,6700
170900,20,2743,685,1798
254500,24,4072,582,1834
404700,13,1841,237,833
399200,9,30405,4093,12873
500001,28,1343,215,487
198500,27,1146,189,595
401900,17,1986,249,761
264100,12,3330,600,1577
282700,16,1466,196,661
500001,4,15572,2222,5495
356700,9,1143,179,647
196800,20,3678,684,1882
320800,4,9147,1827,3950
65700,43,1281,287,534
53900,31,2358,580,2302
57300,34,2185,469,1910
337500,9,655,110,222
385500,22,11668,1730,4054
81300,33,1190,217,717
53500,17,1959,484,1763
242600,6,6679,1164,3196
425800,6,8803,1114,3385
348300,23,5647,786,2050
353900,17,4668,628,1917
233200,16,3380,731,1227
321800,16,1956,312,671
500001,16,1316,194,450
361900,11,3170,420,1418
224700,16,4975,949,2537
187500,16,3449,820,1877
399400,18,6075,1056,2571
358500,17,3785,494,1527
500001,12,7508,1058,2484
68000,26,1639,352,1222
51200,17,2783,678,2566
500001,50,187,33,130
342900,17,5593,732,1992
290900,13,5094,764,2230
206700,29,2195,414,1360
241400,25,1328,209,691
349400,27,2287,320,967
173800,11,5873,1455,3089
366300,24,1999,244,759
423400,16,4109,543,1409
500001,21,3837,578,1509
139700,20,2749,575,1195
71300,38,298,55,161
232200,26,1932,280,886
251700,26,1775,295,1004
251400,22,1230,200,673
211800,26,3354,659,2020
264600,32,2399,384,1199
422900,29,1326,185,586
243500,26,3135,480,1474
410800,16,1509,216,578
94600,33,1504,325,584
87000,14,2458,433,1352
287100,14,4242,746,1858
258000,26,4439,616,1881
286800,26,1924,245,775
240700,23,2179,423,1338
212800,21,5661,1369,3188
105300,20,1351,255,762
375000,20,728,120,360
182100,22,3369,771,2751
274800,22,3654,517,1565
302700,16,2343,393,2007
316000,23,4862,597,1938
309900,26,2296,275,842
228700,16,7268,1729,3232
410700,15,4260,746,1701
500001,19,15990,2611,5175
375000,23,366,62,265
194100,28,1545,371,1334
195700,30,917,157,678
264600,20,3878,665,1651
100800,6,4656,971,2320
54600,31,6145,1492,5666
209100,35,4431,739,2304
134400,16,2614,575,1163
208600,13,5591,1013,3188
321300,5,25187,3521,11956
500001,26,1582,196,573
313800,14,4719,734,1880
78600,19,1616,324,187
113000,10,3587,774,1398
67600,32,4121,755,2590
61400,29,1401,317,1344
45500,29,2888,753,2949
176100,30,2861,613,2065
280200,6,6106,1134,3246
176000,17,3220,716,1381
98500,28,1148,233,521
216400,6,1755,280,664
70600,33,3122,579,1733
75700,17,3589,701,1746
63700,20,3815,924,3450
106300,29,1297,262,909
173400,22,2702,655,2664
198000,23,1290,283,1060
130400,16,3631,974,2585
259300,17,2400,352,1067
294800,17,1552,246,685
113900,30,2685,546,951
204200,13,1439,237,557
62800,34,2412,446,1558
128300,8,508,111,229
113900,24,806,168,323
190500,17,3275,599,2422
187900,33,1775,309,1071
281300,17,2619,606,1655
287900,18,2730,415,1248
94000,12,2255,472,1006
147100,10,2271,398,986
143000,10,3216,526,1539
104600,14,5548,941,2815
139100,27,3074,452,1223
194100,13,3137,417,1318
57400,37,1667,362,971
57600,33,3372,741,2352
59700,23,1106,252,790
76200,19,2714,512,1823
500001,5,10018,1233,4253
242100,25,3502,508,1713
239400,24,3689,585,1898
299400,16,3746,508,1556
235600,15,1679,271,928
500001,3,1170,148,493
95200,35,2220,388,906
83100,30,2594,478,1419
55400,37,1475,327,946
61300,34,1672,359,1059
54700,30,2294,508,1753
78700,29,3480,608,2007
116500,18,3278,762,1338
123500,30,2817,604,1089
228800,24,2719,434,1318
254900,25,2237,331,1121
344900,9,2372,312,1039
247600,23,2630,404,1184
291500,21,2953,419,1397
242700,11,3934,697,901
80000,18,1302,424,320
118800,24,1268,269,636
87100,29,3548,729,1542
89100,27,2473,400,1271
79000,23,5624,1148,2842
85600,41,2417,435,973
92900,34,2047,347,888
54300,40,1603,374,1026
53400,32,1025,259,874
54000,35,2285,497,1738
500001,16,3103,482,1567
217000,14,15207,2924,6301
162500,16,1807,346,587
258200,16,3137,462,1384
87500,14,2284,622,342
137500,14,1847,439,238
51400,26,1289,262,1100
85500,36,1896,315,937
76200,34,1859,323,854
59500,38,2121,433,1547
48000,42,1185,358,1038
57500,35,1673,426,1041
46800,32,1361,363,1483
42500,52,425,119,380
58000,41,2396,602,1781
48900,34,1379,333,1156
46700,31,1418,306,1219
293100,18,7338,1020,3419
82500,15,991,277,419
169800,18,1795,416,483
188900,17,3769,908,1160
47400,33,2043,443,1497
76600,36,1864,331,1052
73100,36,1443,273,680
69800,34,813,171,440
46900,32,2620,682,2375
50700,29,607,177,476
49100,22,1812,457,1592
50000,39,1497,383,1182
50800,34,1020,247,795
49400,28,1171,299,1193
54800,24,1807,465,1460
47100,36,1562,398,1223
57900,35,825,179,670
49400,29,1244,266,933
42700,15,1482,338,1059
338100,34,1328,244,795
241300,16,2476,402,1251
195500,20,2474,625,338
231800,10,7744,1573,483
63900,21,983,165,672
42600,19,2153,458,1317
84600,48,1908,331,789
90400,43,2225,392,890
70100,52,2805,573,1325
48800,39,2228,542,1516
57500,30,1390,361,1116
51000,26,1317,374,1025
58100,38,918,220,743
57400,36,832,198,814
49300,31,1498,359,1168
47800,18,1524,354,1210
45600,32,1293,317,1109
49800,27,1615,355,1380
52900,36,1590,367,1311
59500,35,1576,405,870
36600,26,875,199,567
56200,33,2248,434,1461
284200,9,10618,1617,4830
73000,20,1042,183,509
52300,24,3208,691,1986
93900,44,2250,378,928
79400,42,2839,516,1203
55500,41,303,78,216
43600,40,850,227,764
42500,39,896,217,805
48600,35,1021,280,1258
48700,35,1164,277,992
62100,31,2931,716,1969
53800,35,991,221,620
53300,37,1337,275,767
227900,5,3634,718,1317
428600,17,1822,438,578
55500,31,1620,366,1154
50900,44,2450,575,1330
47700,25,1505,367,1392
53100,27,1127,294,839
79800,17,3915,742,1768
82500,20,3458,651,1465
57500,44,434,110,274
50600,36,790,224,426
84400,45,629,143,568
66000,44,593,136,364
57800,38,1702,380,1191
46700,33,821,181,579
60700,38,1838,388,1203
57000,36,2658,626,1490
51600,24,1941,484,1277
57900,39,598,149,366
58000,34,1354,325,922
63700,44,1730,343,782
46700,36,973,219,613
39400,42,1120,255,677
63700,32,3068,628,1897
70000,23,4870,965,2717
74800,19,7092,1517,4101
80900,7,8596,1597,4893
77500,10,7011,1453,4163
65000,6,80,16,66
88600,15,2234,415,1254
53100,39,1173,269,702
60800,29,2610,597,1659
65200,22,2078,431,1336
84400,29,3415,631,1527
70700,39,2033,370,956
67200,40,1089,226,520
57400,36,2044,447,1021
51900,41,2221,516,1106
51400,31,2348,701,1413
72500,52,191,52,106
60000,30,227,75,169
63800,48,346,92,129
61600,44,2687,620,1521
73700,47,1631,340,847
76000,38,1472,305,670
65800,38,1463,294,692
56500,35,1650,390,1145
71400,34,2861,510,1375
65800,35,2053,412,1193
84700,26,3691,826,2072
82600,14,2927,588,1821
81600,10,7397,1369,4611
228700,40,1498,292,707
232600,24,4650,748,2374
67700,19,2736,549,1432
80600,19,2471,431,1040
77600,26,3210,646,1908
51900,36,1925,443,1405
87100,14,3520,604,1748
54600,42,1705,418,905
67900,38,2952,598,1491
54300,41,1808,435,1005
53200,37,1761,443,911
63500,35,2608,620,1566
118700,28,4513,764,1593
91800,38,2122,394,843
126600,52,1503,367,554
72300,42,2508,483,1035
76800,41,2551,594,1342
81300,41,1944,363,977
73700,34,1441,294,695
68500,34,2221,436,1131
84700,21,3057,698,1627
100200,12,2721,549,1294
102900,10,829,146,447
340600,25,3344,502,1483
238100,25,3655,545,1776
250800,21,3284,487,1832
214200,24,3421,656,2220
77400,15,2288,401,1238
78000,26,2185,435,1108
52000,17,2623,659,1912
55800,25,1009,246,994
54700,47,1691,402,913
69400,25,1577,310,844
67500,20,3268,833,1622
75300,46,1637,338,714
82700,44,1618,310,667
69500,40,1533,312,771
73000,31,1607,336,817
85000,27,4590,897,2212
50000,20,37,11,34
281300,35,462,90,334
500001,21,1856,276,863
311900,20,7794,1192,4169
246600,21,9807,1614,4199
99200,9,3297,568,1749
62900,21,2472,523,1238
57000,41,1992,421,1006
63200,35,2353,483,1368
126400,18,1894,319,846
84700,30,4635,800,2307
118400,16,4507,1049,2261
87200,18,12707,2685,7009
88200,9,10822,1994,6241
181300,50,1236,282,1079
162500,22,1815,506,2428
218200,27,4357,926,2110
275000,39,143,36,113
275000,12,57,22,69
52900,25,2402,478,1527
49000,20,1282,273,852
72900,11,2572,454,1402
64600,20,2683,553,1497
65700,18,3501,721,2009
95200,9,1228,234,409
69900,20,9351,2139,4584
70700,15,3944,746,2355
262500,10,416,110,436
199300,52,1409,359,981
189900,48,1459,324,902
158300,34,2426,646,2116
391200,21,7436,984,2982
221700,29,3511,632,2591
257500,23,3471,510,2002
177100,13,4175,1321,2257
160700,12,1736,352,330
71000,5,2693,508,1785
76200,11,2265,382,1285
107600,19,3889,832,1872
110700,19,5254,894,2155
86200,24,4119,865,1294
134100,16,4201,786,1667
100700,13,9027,1901,4870
97900,25,3081,635,1830
130000,17,1631,335,285
55600,28,1606,320,1158
59300,20,1911,389,1241
113700,21,2271,376,1145
103400,25,1880,339,1003
62100,26,1748,346,891
132000,10,4159,608,2089
132200,10,6435,1040,3242
123400,12,6442,1116,2966
176300,20,892,129,331
245800,18,4070,512,1580
118500,16,1535,238,768
130100,15,1474,235,768
106300,8,11609,2141,5696
194800,23,3065,723,2042
52500,17,877,219,966
55800,15,1517,361,1275
92700,21,3146,595,1580
74300,34,1715,290,780
47700,43,1335,280,943
44600,38,1901,453,1613
237500,28,254,35,118
224100,14,2113,256,842
142900,9,7085,1148,3084
214800,20,4725,881,2823
52500,8,40,10,309
57600,26,1775,416,1217
51700,31,1533,361,1518
92800,23,1885,363,1056
49500,38,727,173,559
77100,17,1564,396,713
49800,19,1809,477,2051
131000,5,4597,1071,1916
170300,4,6640,898,3121
184000,21,2424,527,1379
93800,18,1666,294,859
58400,10,1972,455,1469
200000,52,154,28,37
82800,37,2044,394,894
191800,14,4026,769,1825
243800,37,470,105,522
90500,13,3963,812,1905
85200,30,2747,515,1368
66200,29,1638,323,942
114200,21,2645,464,1245
53900,27,1575,321,1063
96900,12,5589,941,3018
94300,13,1264,202,552
121000,18,1521,269,706
146200,13,4527,713,2170
237900,28,7200,1281,3793
194100,31,737,146,1436
182000,35,2028,554,2252
76500,33,3379,612,1565
40900,28,1673,385,1434
118200,5,6268,1003,3269
206800,16,6389,1330,6242
61900,36,788,181,405
48300,32,2084,482,1410
156300,30,735,137,421
375000,17,321,44,92
154200,17,2754,577,1349
75000,31,790,241,1095
500001,8,243,75,102
67500,16,1593,353,836
207700,25,2202,390,1415
72500,18,1435,257,657
168400,6,8733,1600,2006
297900,33,2005,392,1043
259200,21,2475,502,1269
186800,36,3511,664,2965
169300,25,3445,898,5558
194400,22,1612,334,1431
80200,7,2946,664,1608
79300,18,2377,414,1359
219200,30,413,98,400
232700,11,5330,1056,2801
221100,24,1824,331,1049
213200,26,5444,1293,3700
223900,17,7982,1603,6437
280000,17,224,70,147
500001,21,259,38,142
234800,24,4165,646,2194
236500,18,8010,1539,3982
267300,10,3654,541,1638
189300,15,1329,282,1001
197100,29,4188,816,2783
143500,33,1039,256,1432
106900,40,1083,319,1843
149300,36,2028,523,2751
175000,28,1444,508,2145
172400,38,3221,783,2792
164900,42,1411,300,1295
185600,34,2749,539,2330
182100,32,1567,304,1482
188000,25,1596,321,1378
195100,21,2361,464,1146
205400,17,5276,1020,4066
146100,18,2509,688,3129
129200,39,1730,310,899
110400,36,1253,259,932
268200,17,4526,717,2088
228900,22,2334,359,1298
112500,17,629,221,514
218800,16,4609,1220,2147
213900,46,2062,484,1522
234700,30,1096,231,741
257600,29,4039,680,1677
170800,21,494,127,489
87500,5,384,131,410
167400,19,2393,729,1938
175800,31,2636,638,2695
187600,32,2388,467,1746
186200,30,2053,368,1496
186000,27,1832,415,1480
167400,12,460,101,405
192000,22,4769,1366,5534
96900,33,2199,403,1245
52500,25,2014,402,1160
83300,29,1476,220,902
149000,12,2835,471,1399
427600,39,2056,381,939
283200,25,2197,320,934
224200,28,3231,524,1665
218000,16,5018,853,2524
214600,12,232,37,79
234300,17,3889,748,2415
208200,34,3413,693,2223
235400,28,4194,811,2556
224500,27,1887,487,1339
253900,36,1293,312,1128
220500,18,3620,852,3171
180500,35,2599,552,2726
181100,32,3366,677,2857
187300,35,4276,767,3295
186800,31,1872,434,1511
183400,35,2733,510,1814
189000,34,2610,466,1543
185400,31,4175,1004,3310
45600,32,1355,363,1427
57000,19,1427,311,1026
65900,22,2295,508,1654
157300,6,7383,1095,3415
219400,22,2362,601,1127
203400,8,4942,1173,3012
223200,25,2203,367,1194
199500,13,3009,588,1439
187500,25,195,59,140
235000,18,3208,643,1973
218500,19,9503,1769,6370
185400,27,1035,229,782
165600,22,6465,1397,2694
85600,44,3042,697,335
53500,31,1465,303,1013
58000,18,2158,413,1461
41400,23,951,235,806
49400,18,1433,265,1092
42500,30,1471,373,1418
409300,22,7548,1038,2855
281100,27,2219,312,937
55000,31,224,88,326
234100,26,2406,411,1313
217600,23,2887,540,1508
157300,10,3150,781,1582
242900,15,5614,989,2754
229500,15,3797,692,2216
215200,13,6103,1319,2986
305800,15,5778,1285,1722
54100,17,2079,459,2022
55200,16,2874,677,3078
257500,33,2467,377,1052
299700,24,2212,332,899
234300,30,1937,295,695
223600,11,4695,955,2065
145200,16,2596,625,1403
231200,17,3332,762,1797
450000,32,3152,596,3490
60000,36,1508,323,1283
53500,39,1660,349,1061
62100,31,2862,606,2467
67200,8,1612,343,1230
72500,36,3225,635,2034
84000,26,2636,468,1416
227600,34,9280,1765,4514
260300,34,3193,664,1434
325000,16,630,117,343
404300,18,1713,244,690
303600,24,4260,691,1581
244500,29,3298,804,1509
229300,22,3536,615,1650
275000,28,26,3,29
500001,16,5297,810,1489
380400,18,6213,1188,2679
94400,17,2052,405,975
67800,28,1737,521,1764
58500,21,1885,398,1539
54700,32,3216,750,2639
229100,41,1280,240,608
220500,32,4071,888,1900
154800,16,3245,469,1471
72200,32,1821,345,812
69100,23,1494,275,678
139200,24,2015,355,1031
62200,8,3271,797,2700
69900,35,1927,386,1371
59800,27,1513,342,1346
56500,35,1618,378,1449
57300,36,2332,656,2175
52100,36,1598,443,1658
396400,34,1189,220,445
303200,36,2232,373,951
231900,36,1530,341,703
221200,46,679,159,382
219000,35,2532,407,1338
214900,30,2948,827,1635
301800,12,15201,2418,7132
118800,33,560,90,310
74300,35,1689,371,1475
84600,18,3578,720,1540
47600,24,1590,390,1686
434700,30,3826,691,1656
254100,41,2822,564,1288
358200,41,1835,311,683
214300,42,918,204,394
212700,40,2528,572,1318
145700,17,2076,350,998
83700,7,3433,626,1793
58600,26,2057,472,1453
113100,9,3631,635,1881
110200,6,2881,518,1432
66000,23,3180,547,1829
112500,29,1016,174,481
53300,18,1855,424,1839
43700,32,1393,343,1282
61100,34,1367,329,796
52100,21,2171,483,1315
65400,39,2649,572,1815
357900,15,1659,274,679
234700,22,3527,711,1483
385200,32,2274,406,982
349000,52,2239,420,941
206300,50,1710,412,915
198400,52,459,112,276
203800,44,1312,279,668
359100,23,3578,753,1455
423300,15,11403,2131,3327
144600,34,1901,394,171
57400,33,1470,330,1222
53200,19,1402,324,1327
55500,10,1051,297,927
89200,16,2812,514,1620
37500,36,786,194,573
65800,34,1923,379,1101
58600,28,3107,782,3260
197600,36,2376,541,1505
313000,23,4763,828,2198
166700,44,706,176,399
384600,43,403,77,156
65600,21,2467,520,1721
43000,39,858,228,1222
60200,15,1740,319,1332
71000,35,1235,369,1246
50600,28,1440,431,2178
53300,10,1832,455,1664
112500,19,792,232,641
62900,35,1898,481,1123
67200,33,2107,451,1364
82800,34,1439,253,607
101900,14,2382,377,1278
177300,20,1157,179,572
120100,23,1895,340,749
230800,26,2849,535,1383
241400,22,3891,657,1727
186800,24,7637,1705,4647
323900,33,3854,982,1835
395500,32,3295,764,1344
114800,19,3325,660,750
109100,32,728,136,461
64900,24,1855,416,1520
63100,45,3723,831,2256
48100,27,1515,358,1178
77000,44,2060,414,819
118600,14,3023,469,1523
62600,20,1934,377,1341
219900,18,5591,1042,2860
199300,35,3079,579,1807
165300,50,3128,825,2535
170800,41,1445,410,1052
160500,26,3665,932,2775
187500,17,1527,503,688
52000,33,1485,374,1544
51700,25,831,230,947
54100,32,1893,453,1744
65200,14,2985,607,2250
84900,46,1636,338,772
109000,44,2032,308,791
92600,18,3860,760,1643
86300,20,1256,209,566
74500,23,1837,332,1064
48700,20,2236,434,1405
47800,26,1460,316,880
500001,5,403,48,208
245000,22,2612,494,1361
225000,23,282,69,130
179200,15,3111,651,276
51500,15,1070,256,1070
68400,18,2060,383,1348
239100,20,1896,266,674
150500,18,2603,478,1158
88600,35,2316,387,849
87700,29,2409,436,1142
87500,21,2309,424,1047
89200,14,1680,343,931
90000,21,1231,204,609
95400,5,2319,438,1283
78300,29,1220,232,619
72300,11,1281,291,861
225000,16,52,16,51
83300,15,1879,411,755
85500,23,3137,628,1446
82800,20,2025,328,1039
121300,19,2778,431,1092
86600,16,3331,839,1955
107300,17,2401,409,1100
115600,12,2172,352,1013
133800,11,3045,522,1563
104200,16,2624,527,1077
108100,9,3748,644,1955
89900,29,1735,323,805
67000,38,3115,622,1238
60500,32,2703,683,2682
54100,20,3085,691,2645
125000,23,1881,380,64
89200,6,3266,604,1769
83800,14,1204,227,633
88900,14,1635,422,870
74400,13,2394,458,1177
90200,12,4965,872,2191
68400,30,749,214,537
54400,22,3065,726,2165
54400,12,1632,378,1303
58800,16,1584,309,1011
71900,33,3240,654,1809
62000,39,3027,608,2199
123800,18,1115,193,1742
94600,10,3817,719,1686
